امیرعباس,مهدیان,20114006446,2012-05-28,جنوب اسرا,تولیدی توس چینی,
محمدحسين,ملکیان,27898763090,2007-09-26,بندر حسام,گچ ماشيني فارس,
محمد,عبدالعلی,83528059406,1973-05-18,دهستان فاطمه زهرا,جهاد نصر سیرجان,
هستي,روحانی,23114440748,2014-08-02,غرب عباس,توسعه صنعتی بوشهر,
مهدیس,رسته,73019820773,1999-09-27,بندر سارا,صنعتي جنرال,
حسين,وثاق,26038814226,2011-11-26,شمال سينا,كيوان,
عسل,حریریان,55794921519,1986-10-28,شهرستان حدیث,فولاد تربت حیدریه,
محمدحسين,پارسا,67396338261,1994-04-30,باغات علی اكبر,گروه مبلمان و مصنوعات ديگر,
بنيامين,زارع,13151244243,2015-12-21,روستای محدثه,ایران خودرو دیزل,
رقیه,صنایعی,25407969639,1989-11-11,بندر محمد طاها,تهران دارو,
بهار,عزیزی,37774677853,1997-08-06,شهرستان سبحان,صنایع پمپ ابارا,
زينب,تحسینی,61169160859,1985-02-10,روستای حسام,كارخانجات لوازم خانگي پارس,
حدیث,نوبختی,72705829639,2006-07-20,روستای مبين,پارس خودرو,
پریا,سغیری,61473442338,1986-04-17,دهستان نازنين,سرمايه گذاري انديشه محوران,
محيا,دایی,20499937773,1988-02-21,بندر سینا,ملي سرب و روي ايران,
محمدعلي,دادفر,97512658461,1998-12-17,شمال معصومه,داروسازی بهوزان,
محمدامین,تنزیلی,14473539840,1983-11-23,بندر اميرمحمد,گمرگ ایران,
سوگند,مهدیان,76567003990,1976-01-07,جنوب آريا,سالمين,
احسان,نوری,23623749554,2003-10-31,دهستان فاطمه,سرمایه گذاری صندوق بازنشستگی کارکنان بانک ها,
امیررضا,کرمانی,33398164386,2012-04-08,جنوب رضا,نفت بهران,
هليا,محجوب,43911685510,2005-02-20,شرق مهدیس,بانک ایران زمین,
بنیامین,نوری,47123587949,1978-08-15,دهستان هلیا,گمرگ ایران,
حنانه,رسولی,99244264528,2002-08-03,شهر عليرضا,شيرين دارو,
رها,زمانی,17678371733,2011-01-29,استان یگانه,ملي شيمي كشاورز,
عرفان,نوری,16561472562,1970-12-03,باغات رقیه,سرمايه گذاري صنعت بيمه,
بنیامین,ملکیان,65242857483,1996-12-12,جنوب مليکا,سیمان قشم,
اميرحسين,پارسا,88802520609,2015-02-08,بندر نرگس,گروه سرمايه گذاري ها,
آيدا,جنتی,64151296688,2005-12-09,بندر حسین,هلدینگ توسعه معادن و صنایع معدنی خاورمیانه,
آيناز,رستمی,87008751480,1985-02-27,شرق یاسین,گروه فعاليتهاي پشتيباني و حمل و نقل,
مبین,عبدالمالکی,51069368876,2014-01-01,جنوب علی,سيمان كارون,
سوگند,عبدالعلی,38265606651,2007-11-14,بندر آيلين,حباب کف توس,
علی اصغر,تنزیلی,13051127458,2013-02-06,دهستان آریا,خاک طلایی توس,
عباس,معروف,10877275397,1987-08-24,دهستان یاسین,مهندسي و ساختمان ماشين سازي اراک,
پارسا,نیلوفری,43485374251,2005-07-21,روستای اميررضا,پتروشیمی رجال,
سينا,صارمی,35821459067,2012-06-14,استان سجاد,سیمان لارستان,
نرگس,رستمی,12685011400,1997-05-22,شرق اميرمحمد,فراوري مواد معدني ايران,
نيايش,مجتهدی,30196211116,2004-12-17,غرب علیرضا,قاچاقچی,
اسما,هدایت,52064093089,2010-10-25,بندر عرفان,گروه كاني های غير فلزي,
فاطمياسارينا,حریریان,82035501181,1973-07-19,بندر مهدي,مهندسی و ساخت ژنراتور مپنا – پارس,
عباس,جلیلی,92217456965,1975-12-02,استان بنيامين,داروئي ارايشي وبهداشتي مينو,
مریم,شمشیری,74618722855,1981-12-17,شرق محمدرضا,توليدي گاز لوله,
یاسین,سماوات,91763189697,1975-12-06,شرق آرین,پارس دارو,
پریا,هدایت,94517113707,1982-03-08,باغات اميرمحمد,گمرگ ایران,
متين,مجتبوی,19591261815,2002-02-09,شهر حسام,گمرگ ایران,
اميرعباس,گلپایگانی,17858837652,2015-10-29,غرب آتنا,داروسازی شهید قاضی تبریز,
هليا,معروف,38315737073,2001-11-12,شهرستان حسام,بانک سرمایه,
علی اكبر,وثاق,60352094165,1997-10-20,روستای حسنا,صنايع پمپ سازي ايران,
الینا,نوری,74261957200,2016-07-24,روستای اسرا,سيمان  ساوه,
هانيه,کمالی,98779614626,1981-11-24,جنوب محمدیاسین,صنایع بسته بندی مشهد,
یلدا,محمد پور,53688748978,1989-03-05,بندر حسین,مهندسي وتحقيقاتي فلزات غيرآهنی,
طاها,لاهوتی,58542743243,1990-02-04,غرب زهرا,تال ایران,
نرگس,کابلی,31674141491,2018-12-14,غرب علي,تامين ماسه ريخته گري,
آوا,پویان,11459439215,2005-06-12,جنوب یلدا,پتروشيمي بين الملل,
اسما,احمدی,31724737452,1986-02-08,غرب آیلین,توسعه نفت وگاز مپنا,
اميرمحمد,احمدی,30069848010,2001-08-11,شرق اميرمهدي,ارج,
محمدحسین,عباسی,27131863926,1998-01-09,جنوب ماهان,لیزینگ ایرانیان,
دانيال,بهمنی,32890043971,2012-09-26,دهستان هليا,بازرگانی بین المللی استوان سپند,
هليا,کمالی,47317322371,1983-01-16,شهرستان فاطمياسارينا,گچ ماشيني فارس,
آرش,عبدالعلی,89008860221,2010-07-15,شرق عرفان,توسعه ساختمان خوارزمي,
سبحان,هوشیار,33267849979,2009-03-27,شمال ايليا,سایپا پرس,
اميرعلي,تهرانی,81289652097,1999-12-04,باغات محمدجواد,ساخته های فلزی اصفهان,
ستایش,شبیری,43215474276,2005-09-25,شهر علي,گروه ماشين آلات و دستگاههاي برقي,
کوثر,احمدی,99808477135,1970-08-24,بندر نازنين,فارما شیمی,
كوثر,زنجانی,62235550466,1979-02-28,روستای بهار,راه‌آهن ایران,
اميرعباس,الوندی,60934837338,1983-05-28,شمال ريحانه,فرو سيليس ايران,
آريا,فرجی,23890068871,2002-01-13,شمال عباس,سرمايه گذاري ساختمان نوین,
اسما,ربانی,37972217662,1990-04-23,شمال زينب,پلاستيکهاي مهندسي درخشان ساز,
محيا,ضرغامی,34256554501,1976-09-24,شهر نیایش,سايپا,
حلما,ربانی,71345781251,1993-08-06,شهر بهار,توسعه معادن روي ايران,
محيا,علیجانی,50865628576,1988-04-21,باغات احسان,بيمه پاسارگاد,
محمد مهدی,شاکری,37157915781,2005-11-07,دهستان نازنين,توسعه ساخت و نصب صنايع بتني و فلزي گسترش مانا ساز آبيک,
فاطمه,هومن,82146871164,1994-11-17,دهستان محمدپارسا,صنعتي بهشهر,
سينا,زمانی,23710707770,2003-09-16,روستای آرش,تهران دارو,
ريحانه,سعیدی,95036056228,1994-07-09,استان آرتين,گروه انتشار، چاپ و تكثير,
زينب,جلالی,68214230940,1971-12-19,بندر سجاد,تجهیزات و خدمات صنایع آب و برق ایران – صانیر,
محيا,جلالی,39902080527,1975-07-04,بندر حسام,تولید لوله و پوشش سلفچگان,
زینب,قاضی,20834577878,2016-08-23,شرق ثنا,الهام بیسان,
محدثه,ترکاشوند,59933296297,1992-12-23,شهرستان زهرا,توسعه و گسترش صنایع بسته بندی فلزی,
عسل,سرخوشیان,37416078577,1971-02-19,بندر نرگس,ليزينگ آريادانا,
مهدیه,حسنی,95986366681,2018-12-17,غرب پارسا,گروه مبلمان و مصنوعات ديگر,
ثنا,جهانی,80513959915,2011-05-13,روستای بنيامين,سيمان شمال,
نازنين,نوری,18914911589,1989-09-18,غرب زينب,مهندسی فرا نیرو,
آریا,ولاشجردی,66128714225,1977-12-31,روستای امیرمحمد,داروسازی شهید قاضی تبریز,
نيايش,معروف,60350531226,2011-07-10,استان آرین,قاچاقچی,
سوگند,زارع,20562719669,2006-08-01,روستای حسین,سایپا دیزل,
بنیامین,تنزیلی,69921891496,1975-09-08,باغات هستی,مهندسی بازرگانی درداران سریر,
معصومه,عبدالعلی,99843829878,2000-01-10,شرق محدثه,آرد زر,
نيايش,حسنی,45193563903,1991-03-06,دهستان محمد,نفت بهران,
يسنا,سغیری,13579859301,1978-04-20,جنوب محمدجواد,همکاران سیستم مازندران,
علی رضا,ضرغامی,27265864016,2002-03-13,استان محمدپارسا,تهیه و تولید خاک نسوز استقلال آباده,
آتنا,شبیری,98932779385,2018-08-24,شرق حدیث,صنایع غذایی مینو شرق,
يوسف,عزیزی,77472885075,2010-01-11,شرق حدیث,پتروشیمی بندر امام,
ياسين,هومن,25888488839,1973-04-24,روستای آرمین,سرمایه گذاری توسعه  الوند غدیر,
حسام,معین,88724069264,1991-09-06,شمال ملیكا,مس تکنار,
آرمين,چنگیزی,34383469093,1973-10-11,استان مهدیه,سازمان نوسازی,
مريم,پویان,95213965080,1976-04-03,شمال متین,گسترش صنایع انرژی آذرآب,
فاطمه,علی پور,43669398588,2012-04-09,روستای پریا,توسعه فناوری اطلاعات خوارزمی,
ستایش,مجتهدی,95784952142,2007-03-18,استان ياسمين,صنعتی دریایی ایران – صدرا,
زینب,هاشمی,20122741584,2016-03-29,جنوب باران,زامياد,
احسان,مجتهدی,40192116926,2019-06-19,باغات آرين,صنایع بسته بندی مشهد,
زينب,میردامادی,60435333310,2016-05-17,دهستان رها,صنايع گالوانيزه فجر سپاهان,
محدثه,ابوطالبی,23523994416,1996-05-04,استان مبین,سرمايه گذاري ساختمان نوین,
پرنيا,مهدیان,12741853189,2019-02-10,شهر سبحان,ريسندگي و بافندگي ري,
ستایش,پویان,21374152097,2005-10-14,باغات یاسمین,ایران خودرو خراسان,
كوثر,کابلی,65899687283,1985-09-24,شمال هليا,هلدینگ توسعه معادن و صنایع معدنی خاورمیانه,
آرين,معروف,76522490572,1983-05-08,باغات نازنين,فنر سازی زر گلپايگان,
آوا,احمدی,76174820287,2001-12-08,غرب اميرمهدي,قاچاقچی,
آرمین,ولاشجردی,22003407303,1994-09-04,شهرستان اميررضا,گسترش صنايع وخدمات,
یاسین,جهانی,40486133326,1970-08-03,شهرستان عباس,سخت آژند,
محمد مهدی,شادروان,98908201022,2009-10-30,شهرستان نیایش,گروه بانك ها، موسسات اعتباري و ساير نهادهاي مالي,
سینا,فرجی,53533590071,1971-05-13,جنوب آرتين,كارخانجات لوازم خانگي پارس,
