"6023237","7064642","8697020","1980-12-15","678444000"
"8321948","2836720","9092136","1999-09-23","781968000"
"9577860","6105438","5133766","2001-10-04","810271000"
"8177894","8836110","5900047","2004-03-20","673092000"
"2942688","3271334","1269051","2005-03-14","605314000"
"7295625","5527871","7344568","2004-12-18","110977000"
"7121908","9951424","1391680","2016-10-18","984846000"
"1842340","7067607","2071959","1970-02-20","437458000"
"6972679","8095071","7340137","1978-09-30","665853000"
"3042601","6236243","3821950","1980-06-23","138757000"
"1096488","4575406","6747397","1975-04-02","518068000"
"4070946","2887891","2415866","2005-06-24","707850000"
"4583223","8558225","8792114","1984-01-17","630197000"
"1855671","3297911","6244986","1988-04-19","522239000"
"4083173","2731510","3667009","1970-08-24","987256000"
"5551306","2975953","6192526","2008-05-08","60390000"
"4343650","5536201","2454772","1991-08-04","801334000"
"2684865","3915494","4386667","1975-11-15","783518000"
"4862197","4458606","4191723","2005-03-28","39802000"
"2711035","8217060","7999400","1988-04-24","84448000"
"3332862","7443266","4636690","1972-09-06","429924000"
"5615329","7866137","8751732","1981-12-14","304537000"
"1448950","3853149","4826894","1984-11-04","772693000"
"2810392","5103258","6024386","2018-09-18","478494000"
"3760489","4566291","1508603","2001-06-18","853497000"
"8078975","4530531","6568179","1992-11-11","197140000"
"1459429","4443865","3372636","2011-02-19","435024000"
"6934654","1231729","3049251","1986-06-23","270604000"
"9839141","8758728","3638089","2005-08-31","572062000"
"3995011","8658077","2927773","2019-12-18","205700000"
"8802113","5777223","5338331","1990-08-13","687276000"
"7223909","6913361","8921321","1991-10-28","981674000"
"1015399","2680899","1409373","1974-04-21","891343000"
"1647282","7316842","2674249","1981-08-13","171406000"
"4860969","3012950","2902507","1984-06-01","537420000"
"2483789","5530980","9078884","1995-01-07","452783000"
"9733005","2357961","4691660","2015-06-23","972910000"
"6728362","3365537","5751356","2006-06-20","268216000"
"5537232","8079558","5172152","1975-04-06","553857000"
"9382182","9253079","1163969","1994-03-22","535686000"
"5294682","3843634","3738275","2006-06-29","737894000"
"2376647","8313745","2761480","1991-09-29","359468000"
"7894246","4183045","8763458","1978-06-07","744483000"
"4399429","1849825","7803968","1997-02-11","162617000"
"5793458","5393478","5101838","1972-06-06","830084000"
"8417367","9523817","1460107","1984-09-16","323645000"
"6451650","5562562","1921556","1994-10-27","500227000"
"4653705","6662985","4068736","1981-12-18","225844000"
"5833647","9448873","6836406","1994-05-14","17195000"
"8766663","6711411","3748923","2007-10-01","803153000"
"8713839","4773562","5105582","2010-11-11","335213000"
"3076776","6362370","9775018","2017-05-12","369499000"
"7173820","6005422","6268221","2008-08-09","101430000"
"4472990","7494081","7637306","2015-09-18","794818000"
"1930105","8835306","1619281","1985-09-30","169139000"
"1351657","3395544","2929773","1989-12-22","36238000"
"6827094","6154799","4549368","1982-11-27","156836000"
"8902112","6610336","5708679","1979-05-19","287867000"
"8762791","2147360","3987897","2014-11-24","797759000"
"3756887","8284678","7428280","2018-12-30","753255000"
"1363058","2058528","3612364","2006-04-27","373342000"
"4483004","6784175","5588125","2019-08-13","120383000"
"1866697","6131476","8598832","1987-04-19","558751000"
"6118360","3386547","1443716","1992-05-07","615555000"
"5050886","9344921","3526033","2013-01-10","311264000"
"6465258","4096703","9807010","2003-01-09","924879000"
"5455987","5116650","1836892","2003-09-22","608736000"
"9636604","5755598","9065595","1975-03-31","562652000"
"6135662","2186381","4957099","2016-08-06","654255000"
"7553116","1779936","4147309","2002-12-30","548485000"
"1471924","9283446","3993957","1982-02-16","675579000"
"6568309","4243877","2069854","2007-03-18","664187000"
"7900529","1212787","6825658","1994-06-26","247802000"
"2498061","9304311","4476612","2008-09-24","593030000"
"1794829","4231490","2197465","1980-06-16","705656000"
"1866426","8393118","2414849","1979-11-19","856364000"
"5943768","2627253","6066849","1977-11-25","482374000"
"9891183","4763674","5148440","1979-08-21","679462000"
"5019069","2077402","2696939","1976-07-06","376933000"
"1951377","8231224","5499747","1980-04-05","555312000"
"2019865","5603302","5948508","1977-07-15","344127000"
"6903888","3782876","7700297","2011-03-19","206968000"
"4580690","8709686","9582265","1994-04-25","704403000"
"6675395","1032759","3227731","1991-03-27","174280000"
"2970711","7866737","3014941","1986-06-05","590814000"
"2270607","1679796","1144943","2001-07-13","975278000"
"6857552","8907195","3579605","1985-06-01","255920000"
"7003120","1013716","3242298","2010-03-10","596097000"
"8847966","3915637","9128029","1992-08-23","674450000"
"8602149","7485636","7519526","2001-07-28","862079000"
"1360675","6790491","7224135","1978-06-19","526574000"
"2069726","7524723","1768355","1972-11-01","593322000"
"8787293","1011454","2894734","2003-12-08","289013000"
"6497338","6147965","2890513","2013-03-21","815174000"
"8214454","2100745","7673565","2015-01-02","636030000"
"1122951","5913027","1919175","1982-05-04","992256000"
"1691978","4765530","2191096","1997-10-03","738293000"
"7151076","7195931","2141304","2007-10-01","42475000"
"6513505","8303456","7182474","1978-07-13","336695000"
"8079628","5230310","1339783","2010-02-17","766137000"
"1021673","7449985","5823839","1987-02-28","133583000"
"7883542","7236949","8607926","1979-03-15","866379000"
"1403803","9014813","2120494","2011-03-28","35449000"
"3637136","1888891","2948383","1983-07-01","301532000"
"3137355","4357175","6552822","1973-05-26","875158000"
"5661228","1498618","9057792","2014-12-10","169656000"
"3201130","2209002","4876115","1994-02-12","396322000"
"9474983","5745018","1413805","2000-07-04","384538000"
"6957351","5515076","6258923","1997-12-06","326958000"
"3776067","4711599","1505777","2002-08-26","421844000"
"4926618","3688171","2469057","2018-03-02","665388000"
"5536135","9539525","4628100","1994-04-19","984785000"
"2860888","7791082","7396227","1999-03-29","169073000"
"3071740","8928456","8567315","1970-01-11","624302000"
"4280207","2132022","6292232","2005-12-16","50901000"
"9461743","2037724","5837930","1978-04-22","687721000"
"6056410","2583364","6160619","1989-10-25","435627000"
"3042601","8876040","1294525","1975-09-11","752493000"
"9496380","8785516","9809514","1996-06-06","722195000"
"5072469","2593126","1242077","1970-01-02","80469000"
"4865321","8342365","4145296","1997-06-16","571477000"
"5793458","5208031","5395811","1997-08-27","719082000"
"7236010","9131153","4425319","1980-10-12","402508000"
"2892512","1027508","5233272","2019-09-24","887412000"
"7107068","6651390","8911221","2005-09-05","479553000"
"4360683","5783086","3082210","1989-06-28","887224000"
"3797229","6425156","5735611","2008-01-14","631835000"
"9065781","6012123","4594531","1983-02-06","454648000"
"3328717","3543143","8385688","1972-10-12","976382000"
"4829974","3746516","9640270","2015-07-08","379497000"
"3082418","1448448","9089651","1992-01-14","995143000"
"3781972","6439109","1354228","2018-07-26","463794000"
"3886427","2250939","1405318","1975-02-01","874180000"
"3063524","8390093","8177291","1991-01-23","847010000"
"1401577","3379759","8238719","2011-06-01","87057000"
"8513468","2813332","2047921","1995-12-01","592445000"
"1963894","5640099","2947507","1987-01-31","306950000"
"9023636","3354429","6103239","1986-08-08","381957000"
"2602289","9585364","8615647","2010-10-27","92003000"
"1706416","5334079","1575414","1998-07-24","421336000"
"7955535","1723867","5608516","1993-09-17","152486000"
"7551042","9622705","3268380","1990-05-30","333121000"
"8595134","3926206","5340354","1992-11-29","142420000"
"4659505","4059963","5509380","2011-03-26","837924000"
"9259637","5270221","6102187","1980-01-24","140971000"
"1411583","2427558","9686867","1988-07-13","660554000"
"8069663","9840691","2979144","1987-07-23","744808000"
"5536135","9226558","6822154","2008-10-03","903929000"
"2750174","9083048","3274943","1973-08-23","713417000"
"9387939","9180740","3610643","1981-02-10","195018000"
"4099413","3875963","3151287","1973-12-14","565352000"
"8426714","3879082","1115464","1978-12-15","727143000"
"3991217","3130647","8368319","2011-03-28","727163000"
"9935888","5642627","8609490","1979-10-10","866069000"
"2391039","3341741","1449370","1990-12-06","374730000"
"5256882","7503272","7772032","1971-07-19","317762000"
"3935381","7918236","9180722","2006-10-03","717593000"
"5249256","2243994","3288847","1985-04-03","831787000"
"5117332","6064177","6970910","2011-11-28","691164000"
"7435042","1930105","7992109","2018-08-05","735933000"
"7362535","3680087","5301178","1971-05-14","378596000"
"2974909","4355143","6909584","1988-11-01","465727000"
"7567215","7400809","7324854","2008-10-09","657310000"
"7873621","7756185","5921681","1982-09-29","638591000"
"1299095","9340222","4619997","1989-08-11","955291000"
"9854843","4863969","9407156","1986-11-10","742264000"
"1344337","3865741","7491364","1980-01-16","574429000"
"8795098","1078968","1179319","2009-10-28","863781000"
"6752891","5054885","2703900","1994-05-31","365707000"
"4220617","2673908","6028957","1987-11-24","113118000"
"3235471","6266509","1334462","1996-11-03","144129000"
"9993092","5366565","2720952","2006-07-02","66599000"
"3753882","4287386","1096001","2009-07-02","206034000"
"4888126","4771814","5960895","1978-01-20","461019000"
"3199189","3728245","5937953","2011-08-04","364491000"
"1226868","5090609","4450116","1972-05-27","705996000"
"2406397","3885265","2593291","2008-10-09","940831000"
"4065532","3913445","9774316","2003-07-02","633936000"
"4712932","1666153","9130031","1981-07-19","17195000"
"5752541","8290439","2677222","1984-04-04","595402000"
"8487377","5520579","5281832","1986-04-14","775159000"
"7102772","6227058","4801518","1994-04-08","455349000"
"7993571","1892547","5979947","2011-08-28","307000000"
"5031837","2255000","6313015","1976-08-31","892110000"
"6940437","2867531","9753436","2007-08-04","231101000"
"3984455","7915581","3935478","2008-09-05","398019000"
"3063285","3214513","2150628","1998-09-22","580994000"
"7519351","9272029","3305210","1997-05-29","630880000"
"1348732","5048187","4598448","1991-10-11","456660000"
"1912226","5631326","4216216","2016-06-08","608636000"
"3648254","4776635","8475987","1982-09-11","825951000"
"8300354","5544995","9350253","2019-06-28","785920000"
"7304719","9561866","9106099","1980-02-06","661499000"
"2742811","7523037","9558234","1973-06-10","766591000"
"9912956","1324630","6514139","1998-04-03","752618000"
"4208841","3969932","5544033","1997-09-08","627741000"
"2704679","7207723","9081463","2010-02-06","215418000"
"1708036","1471924","5586816","1981-01-21","607123000"
"5329244","1250619","6724888","1988-11-09","117731000"
"9789204","3306555","8245193","1989-01-24","755778000"
"1121467","5224534","7364890","1989-04-10","365142000"
"7051793","3394269","4789033","1988-08-29","217402000"
"8711687","6000119","2715806","1987-10-21","102961000"
"6836624","6368944","1190198","1974-11-13","138364000"
"4422101","2142645","2495055","1984-01-19","885133000"
"4686490","9553930","7325882","1989-11-01","840390000"
"1635681","4682787","8525279","1976-11-17","9542000"
"2035529","8693383","6702398","2013-01-08","48261000"
"3174166","4822773","6371363","1991-08-09","177691000"
"9929123","1890464","5859748","2017-01-24","568040000"
"9181846","4493147","8739451","2006-05-08","744283000"
"3648604","6641828","1172082","1996-06-27","241814000"
"1767844","2018323","3379438","1982-07-13","238761000"
"4433417","7304207","8386870","2014-11-27","898046000"
"9900564","3476132","8913563","1998-03-29","874980000"
"8154061","7773778","5438451","1970-07-19","985578000"
"8684116","5937101","5086892","1986-10-02","880341000"
"9308869","4262850","5349384","2007-11-25","174879000"
"8440206","3911692","7026550","1998-11-30","140260000"
"6539380","7791082","4926331","1996-11-23","550919000"
"7389628","4829362","4327518","1985-08-06","998058000"
"1857447","4629681","7121269","2019-09-13","609906000"
"3145130","8462870","8293771","1993-06-07","549582000"
"6756793","7636871","8037651","1992-12-31","226670000"
"8460746","7009557","2027943","1989-05-16","163474000"
"8034688","9785595","5755881","2013-11-16","42829000"
"9146683","7097318","7053331","1988-11-04","543174000"
"7884502","9812654","1073591","2019-10-20","383613000"
"7343211","9988514","8545782","2012-12-10","807739000"
"6926193","9367352","9844192","2003-06-29","267250000"
"7820512","3092398","6239326","2007-07-17","955225000"
"4624624","6505711","8589904","1970-06-02","889754000"
"8126516","8185329","2976819","1977-08-08","49997000"
"2767584","2797156","4029413","2007-05-31","969823000"
"2615855","3712641","1734852","2012-04-13","188462000"
"6443237","5143520","3882627","1996-03-17","961629000"
"2867314","9934619","5694555","2003-02-03","512487000"
"9591057","7788267","9720318","2004-11-18","723688000"
"1355589","5987784","7499307","2010-02-07","674873000"
"8971510","9304523","3457355","1990-09-16","923574000"
"8172564","4055603","3263252","2005-06-20","760831000"
"3230811","8125429","3560192","1980-11-21","98903000"
"5629917","8377673","1116013","2017-08-18","341964000"
"9007543","3970333","3483575","1980-02-14","539768000"
"6358399","7709856","8916506","1989-07-07","515019000"
"3979274","4877446","6674399","1973-10-28","698569000"
"9990667","2522190","7151784","1979-05-18","12687000"
"4227959","4764026","2164443","2014-03-02","667610000"
"7887587","3067607","8334491","2010-08-26","876901000"
"3525729","7483142","6981779","2003-06-04","645132000"
"5644961","8798303","6804954","1985-09-04","199672000"
"9236032","4413862","9825191","1974-11-22","79375000"
"7459676","6818189","1533163","1971-06-16","131079000"
"5785963","9484176","5391866","1980-07-05","882028000"
"3396992","9138429","3603464","1999-03-25","824885000"
"3442012","8585348","1640743","2012-03-07","512016000"
"9026184","4763267","4323967","2002-09-30","511979000"
"3824142","7359316","6511456","1978-11-05","498986000"
"8505987","9071943","1751211","1994-01-31","403681000"
"7623346","9803521","2533786","1977-10-08","217651000"
"6862690","1707799","6104125","2014-03-27","613983000"
"2547460","9032684","3679879","1998-11-04","829190000"
"8322077","5677545","3825044","1993-05-14","348264000"
"9110381","5525090","5725177","2010-11-23","634378000"
"8399383","6676653","1007694","1972-04-07","284595000"
"8194194","8275630","8010128","2010-06-01","631699000"
"5958957","4858834","2461833","2003-11-01","278582000"
"7017841","8764826","9349628","1971-12-22","386844000"
"7869907","2452424","6701082","1980-09-04","97076000"
"2545512","4384425","2039721","1986-09-11","757549000"
"8405790","2580852","6561590","2010-01-04","323429000"
"2003897","4237417","9169984","1973-06-26","399826000"
"2600471","4266301","6355160","1984-08-06","765180000"
"8403640","1372910","7559449","1993-11-17","483142000"
"1829826","8627278","7097088","1995-07-02","746244000"
"7369586","6896602","4943373","1970-12-25","73360000"
"1924394","7178781","7097830","1984-08-06","139445000"
"1172941","3484961","5491082","1992-01-28","58296000"
"1783095","6223853","7460338","1989-08-08","907953000"
"9284379","3928563","7635517","2012-07-19","374038000"
"1582934","8876040","2512960","1979-12-22","617897000"
"2139886","6126596","8881615","2017-06-24","765290000"
"4954392","9370980","4953075","1983-11-26","618478000"
"7168449","8704854","1471897","1980-07-06","375494000"
"7634234","1292285","9964682","2004-11-06","947250000"
"7697643","5862114","2517014","1989-03-30","587207000"
"6103652","1582869","7919056","1974-10-31","727587000"
"8540414","1982085","1008960","2017-11-16","736857000"
"5051360","8300354","6768870","1986-04-21","463708000"
"9157203","7979778","6440689","2005-12-31","618823000"
"5125334","3064252","5577173","1986-03-18","288813000"
"4372522","4887646","4883395","2005-03-02","478303000"
"2318436","3313197","6558969","1973-08-31","388832000"
"6082257","9272394","2915442","1994-10-07","738502000"
"1061213","8996671","4603914","2003-11-23","201009000"
"4425003","1379345","4477964","1985-11-26","624025000"
"1725708","9955152","9510457","1996-12-07","221648000"
"3618067","7826972","5614073","1993-07-31","542027000"
"2016271","4003691","7450597","2001-09-02","947157000"
"4381791","7596233","1552450","2016-10-31","693666000"
"5298439","6737727","4790277","1992-10-12","629688000"
"1482650","8668257","8054595","2008-12-29","123519000"
"3096793","5650867","9987300","2015-08-06","837894000"
"1356999","9372857","5771989","1988-10-18","958689000"
"6848526","3047289","2445669","1981-01-04","372368000"
"7307703","4643452","5232969","1978-09-14","941696000"
"1326895","3269727","2886500","2014-08-28","896627000"
"4888126","3986667","2323563","1974-03-17","474190000"
"9711703","7416985","7421215","1987-09-05","445660000"
"6794354","5851688","8653430","1990-01-27","865464000"
"1431694","5066012","7802328","2007-06-07","76295000"
"3151863","4847216","7456486","1988-12-18","967404000"
"1834767","6965850","4963601","1992-06-26","137700000"
"4034595","7044404","2712081","1996-07-09","264277000"
"3782876","1709898","7308057","2004-11-05","521462000"
"4332580","8704607","4831821","2018-10-28","157574000"
"2841107","1910548","1746789","2014-04-21","80964000"
"4419221","9957258","7448762","1974-05-07","198339000"
"3550957","9851516","6121033","1993-05-08","692469000"
"3094041","4804427","2809902","2012-05-20","445275000"
"5175116","3713656","4972516","1998-01-24","710996000"
"9694496","4300543","6285098","2008-01-31","129598000"
"9349166","6308486","1657696","2009-07-14","950446000"
"8741879","3608102","7881583","1978-12-11","848038000"
"2757419","5851688","2417008","2018-11-01","223399000"
"1301583","2713043","9441097","2003-08-31","250650000"
"6179708","8956426","7306182","1981-10-17","454146000"
"3061987","3040619","9509800","1999-04-16","476987000"
"7823672","6505625","8150367","1970-04-05","265156000"
"6989702","1102834","7795591","2017-02-05","58709000"
"3269817","9021105","8192718","1970-02-05","255685000"
"9606509","1697744","5382591","1999-09-02","312857000"
"5631326","9104098","3648230","2007-12-23","100139000"
"3759550","6223056","5821698","1976-11-23","608636000"
"5551453","9611690","1102437","2001-08-18","713640000"
"5435413","7510921","1730860","1976-05-08","78265000"
"6967892","9050829","6958298","2011-04-25","168993000"
"9366151","8350762","8457145","1973-09-28","978026000"
"6387982","6957705","8353228","1984-11-05","250837000"
"7409460","9455042","2428796","2014-05-25","427540000"
"1645109","1282805","2884685","1971-08-25","462762000"
"8405641","4125975","1568092","2001-07-06","703783000"
"7408708","4847889","2562502","2010-04-30","78813000"
"8910415","7426557","1926617","2015-03-26","643147000"
"2738598","2724657","2779850","1995-02-08","905486000"
"8301640","1015287","5896701","1974-03-05","974452000"
"3056138","1001444","4767724","1993-10-21","598550000"
"8460055","1610653","3904494","1981-08-28","35046000"
"1655945","5443075","1859920","2012-10-07","750104000"
"6609514","4745494","1321483","1990-01-03","227167000"
"5805111","5282676","5701932","1970-06-11","988087000"
"9997426","7268811","6727823","1971-02-07","525887000"
"7019477","3320145","6692734","2005-05-14","462540000"
"3534758","4542838","3425429","2020-01-12","739939000"
"7133385","3597321","8720853","1982-06-11","251137000"
"4400903","5751670","8984448","1977-03-14","287396000"
"1192840","8780297","2114937","1971-02-07","988250000"
"5025369","7060963","3096073","1974-07-21","241857000"
"1650591","9701764","4399974","2000-04-09","32239000"
"7899540","5525675","7243705","2010-11-29","88312000"
"7452517","8860220","7855020","2013-01-06","509013000"
"3512790","6224484","9906199","1998-06-05","87942000"
"2242621","5949889","2943560","2007-07-17","710988000"
"6044509","3320048","8145284","1990-08-21","293510000"
"2812447","1192710","2732108","2003-08-10","167178000"
"5724570","7302392","6371542","1981-04-03","273000000"
"6596717","3654837","7288511","2010-08-12","603962000"
"8924578","7425429","1814292","2011-10-03","840629000"
"6926662","4291480","7528032","1985-05-24","412417000"
"7712949","1410154","1687542","1985-12-17","137478000"
"9300414","4497584","7720573","1970-05-15","468075000"
"2046221","1071001","4708184","1990-04-03","672408000"
"4424482","4762846","6634158","1996-08-09","923483000"
"8884933","7268326","2296425","1991-06-22","762332000"
"5392791","4902432","1601923","2002-12-25","458039000"
"6756793","4963425","3471025","1976-12-08","868723000"
"8506803","7564027","3310587","1996-02-08","558519000"
"7636100","1366030","2116842","1982-04-14","990809000"
"4974615","8786268","7967308","2012-07-09","464890000"
"2584714","4099079","5624239","1994-04-21","718309000"
"6919758","1043045","2534093","2003-09-09","450429000"
"8503615","6837826","2794025","1981-05-28","597117000"
"3517630","5462403","1015473","1984-09-20","236704000"
"7668457","1308025","7570355","1993-02-18","516627000"
"1635681","2653635","1837397","1977-10-27","769110000"
"2651860","2995875","8224990","2001-12-02","419708000"
"6164032","8934086","8654961","2017-11-22","643196000"
"7651396","4400903","5450707","1985-03-03","939678000"
"9080929","9348774","9008110","1971-10-07","228912000"
"3911692","4836460","3666380","2008-05-08","666655000"
"3620495","4175283","8302317","1980-05-22","473693000"
"7417264","3056464","5462350","1982-08-31","426507000"
"8042741","6421057","9345771","1993-07-06","240991000"
"8808466","4138494","5743375","1985-10-05","184544000"
"5129338","7800178","4494901","1990-02-16","373273000"
"5294420","2231091","1833450","1971-02-03","938546000"
"6065904","7099485","4827395","2013-11-28","982031000"
"9367731","3053507","1937743","1974-08-03","149345000"
"1811391","6328168","6593503","2016-03-09","434806000"
"1185368","7470518","7899712","2015-01-28","921339000"
"3054051","9113536","6637926","1985-10-31","263249000"
"4636346","5458742","5681149","1990-08-02","168884000"
